Transaction ID,Customer ID,Purchase Date,Product Name,Product Category,Quantity,Purchase Amount,Age,Gender,City,State,Latitude,Longitude,Website Visits,Email Opens,Customer Satisfaction Score
TXN-13075,CUST-0273,2025-09-06,Chef Knife Set,Home & Kitchen,1,141.68,60,Male,Orlando,FL,28.5383,-81.3792,13,1,1
TXN-10736,CUST-0026,2025-09-07,Blender,Home & Kitchen,1,87.61,34,Female,Seattle,WA,47.6062,-122.3321,21,3,4
TXN-10872,CUST-0096,2025-09-07,Electric Toothbrush,Beauty & Health,1,75.31,36,Female,Los Angeles,CA,34.0522,-118.2437,12,14,4
TXN-11041,CUST-0094,2025-09-07,Designer Jacket,Apparel,2,344.87,22,Female,Orlando,FL,28.5383,-81.3792,27,45,4
TXN-11192,CUST-0208,2025-09-07,Laptop,Electronics,1,1078.86,57,Male,Seattle,WA,47.6062,-122.3321,6,17,3
TXN-11305,CUST-0463,2025-09-07,Fantasy Novel,Books,2,45.52,35,Male,Los Angeles,CA,34.0522,-118.2437,105,85,5
TXN-12046,CUST-0308,2025-09-07,Sunglasses,Apparel,1,138.73,43,Female,New York,NY,40.7128,-74.006,38,52,4
TXN-12332,CUST-0491,2025-09-07,Smartwatch,Electronics,1,226.46,35,Male,Los Angeles,CA,34.0522,-118.2437,34,46,4
TXN-13025,CUST-0293,2025-09-07,Monitor,Electronics,1,329.89,38,Female,Los Angeles,CA,34.0522,-118.2437,79,22,5
TXN-13681,CUST-0206,2025-09-07,Dior Perfume,Beauty & Health,1,96.16,21,Female,Seattle,WA,47.6062,-122.3321,21,4,3
TXN-10019,CUST-0063,2025-09-08,Multivitamins,Beauty & Health,1,24.95,25,Male,Miami,FL,25.7617,-80.1918,27,59,3
TXN-10333,CUST-0133,2025-09-08,Chef Knife Set,Home & Kitchen,2,277.46,27,Female,Miami,FL,25.7617,-80.1918,5,1,3
TXN-11024,CUST-0047,2025-09-08,Self-Improvement Guide,Books,1,18.77,46,Male,Austin,TX,30.2672,-97.7431,67,87,5
TXN-11959,CUST-0169,2025-09-08,Leadership Biography,Books,1,30.97,18,Male,Houston,TX,29.7604,-95.3698,82,44,5
TXN-12220,CUST-0005,2025-09-08,Mug Set,Home & Kitchen,2,58.87,30,Female,Seattle,WA,47.6062,-122.3321,19,8,3
TXN-13398,CUST-0376,2025-09-08,Headphones,Electronics,1,145.51,26,Non-binary,Seattle,WA,47.6062,-122.3321,50,52,5
TXN-13545,CUST-0451,2025-09-08,Headphones,Electronics,1,148.34,51,Male,Boston,MA,42.3601,-71.0589,66,42,4
TXN-13761,CUST-0250,2025-09-08,Mug Set,Home & Kitchen,2,58.62,26,Female,Houston,TX,29.7604,-95.3698,78,46,3
TXN-10577,CUST-0125,2025-09-09,Electric Toothbrush,Beauty & Health,1,81.21,18,Male,Chicago,IL,41.8781,-87.6298,10,0,1
TXN-11036,CUST-0066,2025-09-09,SaaS Marketing Playbook,Books,3,73.55,27,Male,Houston,TX,29.7604,-95.3698,119,89,4
TXN-12236,CUST-0150,2025-09-09,Headphones,Electronics,1,142.54,28,Female,Boston,MA,42.3601,-71.0589,87,89,5
TXN-10184,CUST-0047,2025-09-10,Monitor,Electronics,1,333.25,46,Male,Austin,TX,30.2672,-97.7431,67,87,5
TXN-10621,CUST-0273,2025-09-10,Skincare Serum,Beauty & Health,2,119.05,60,Male,Orlando,FL,28.5383,-81.3792,13,1,1
TXN-11917,CUST-0062,2025-09-10,Chef Knife Set,Home & Kitchen,2,314.46,23,Non-binary,Orlando,FL,28.5383,-81.3792,28,50,4
TXN-12470,CUST-0395,2025-09-10,Fantasy Novel,Books,2,37.54,32,Female,Miami,FL,25.7617,-80.1918,37,59,4
TXN-12902,CUST-0017,2025-09-10,Machine Learning Basics,Books,1,41.26,21,Male,Austin,TX,30.2672,-97.7431,51,23,4
TXN-13581,CUST-0187,2025-09-10,Headphones,Electronics,1,133.63,75,Female,Austin,TX,30.2672,-97.7431,13,5,2
TXN-13662,CUST-0328,2025-09-10,Hair Dryer,Beauty & Health,1,97.2,34,Female,Chicago,IL,41.8781,-87.6298,65,26,4
TXN-11206,CUST-0357,2025-09-11,Espresso Machine,Home & Kitchen,3,1471.55,26,Male,Chicago,IL,41.8781,-87.6298,52,52,5
TXN-11443,CUST-0308,2025-09-11,Hoodie,Apparel,3,184.87,43,Female,New York,NY,40.7128,-74.006,38,52,4
TXN-11606,CUST-0003,2025-09-11,Sunglasses,Apparel,3,421.8,55,Male,Houston,TX,29.7604,-95.3698,93,56,5
TXN-12103,CUST-0096,2025-09-11,Headphones,Electronics,2,286.33,36,Female,Los Angeles,CA,34.0522,-118.2437,12,14,4
TXN-12349,CUST-0122,2025-09-11,Dior Perfume,Beauty & Health,1,105.45,40,Male,Los Angeles,CA,34.0522,-118.2437,7,3,3
TXN-12763,CUST-0007,2025-09-11,Smartwatch,Electronics,1,251.26,18,Female,Miami,FL,25.7617,-80.1918,55,29,3
TXN-11479,CUST-0164,2025-09-12,Sports T-Shirt,Apparel,1,32.66,38,Male,Austin,TX,30.2672,-97.7431,11,0,2
TXN-12110,CUST-0037,2025-09-12,Blender,Home & Kitchen,1,83.02,38,Female,Orlando,FL,28.5383,-81.3792,21,9,3
TXN-13096,CUST-0388,2025-09-12,Sneakers,Apparel,2,203.64,40,Male,New York,NY,40.7128,-74.006,53,22,4
TXN-13820,CUST-0103,2025-09-12,Hair Dryer,Beauty & Health,2,172.31,52,Male,Boston,MA,42.3601,-71.0589,38,46,4
TXN-13890,CUST-0219,2025-09-12,Dior Perfume,Beauty & Health,2,194.83,19,Male,Orlando,FL,28.5383,-81.3792,33,3,3
TXN-11368,CUST-0427,2025-09-13,Espresso Machine,Home & Kitchen,1,411.43,26,Female,New York,NY,40.7128,-74.006,46,40,4
TXN-11369,CUST-0427,2025-09-13,Mug Set,Home & Kitchen,1,31.7,26,Female,New York,NY,40.7128,-74.006,46,40,4
TXN-12453,CUST-0070,2025-09-13,Leadership Biography,Books,1,31.19,31,Male,Seattle,WA,47.6062,-122.3321,73,42,5
TXN-13369,CUST-0024,2025-09-13,Mug Set,Home & Kitchen,2,63.44,23,Female,New York,NY,40.7128,-74.006,64,61,4
TXN-10379,CUST-0045,2025-09-14,Laptop,Electronics,1,1098.03,49,Male,Miami,FL,25.7617,-80.1918,40,53,4
TXN-11789,CUST-0042,2025-09-14,Laptop,Electronics,1,1195.45,45,Male,Houston,TX,29.7604,-95.3698,10,14,3
TXN-11942,CUST-0163,2025-09-14,Chef Knife Set,Home & Kitchen,2,302.94,44,Male,Orlando,FL,28.5383,-81.3792,39,44,5
TXN-13046,CUST-0203,2025-09-14,Jeans,Apparel,1,63.6,34,Male,Seattle,WA,47.6062,-122.3321,2,4,2
TXN-10249,CUST-0081,2025-09-15,Chef Knife Set,Home & Kitchen,1,141.53,39,Male,Boston,MA,42.3601,-71.0589,14,2,2
TXN-10297,CUST-0156,2025-09-15,Smartphone,Electronics,1,834.26,35,Male,Houston,TX,29.7604,-95.3698,42,20,5
TXN-10463,CUST-0219,2025-09-15,Robot Vacuum,Home & Kitchen,1,294.99,19,Male,Orlando,FL,28.5383,-81.3792,33,3,3
TXN-12088,CUST-0303,2025-09-15,Multivitamins,Beauty & Health,1,25.34,31,Female,New York,NY,40.7128,-74.006,60,26,4
TXN-12758,CUST-0056,2025-09-15,Smartwatch,Electronics,3,780.72,41,Male,Austin,TX,30.2672,-97.7431,63,41,5
TXN-12792,CUST-0202,2025-09-15,Sports T-Shirt,Apparel,1,32.84,40,Female,Houston,TX,29.7604,-95.3698,65,40,4
TXN-10419,CUST-0474,2025-09-16,SaaS Marketing Playbook,Books,1,21.97,34,Male,Miami,FL,25.7617,-80.1918,14,2,2
TXN-10679,CUST-0037,2025-09-16,Self-Improvement Guide,Books,2,35.57,38,Female,Orlando,FL,28.5383,-81.3792,21,9,3
TXN-11097,CUST-0284,2025-09-16,Mug Set,Home & Kitchen,2,57.48,57,Female,Boston,MA,42.3601,-71.0589,63,36,4
TXN-12490,CUST-0461,2025-09-16,Robot Vacuum,Home & Kitchen,1,273.11,52,Male,Los Angeles,CA,34.0522,-118.2437,33,11,3
TXN-13346,CUST-0037,2025-09-16,Electric Toothbrush,Beauty & Health,1,84.42,38,Female,Orlando,FL,28.5383,-81.3792,21,9,3
TXN-13418,CUST-0339,2025-09-16,Jeans,Apparel,1,68.36,45,Male,Miami,FL,25.7617,-80.1918,58,46,5
TXN-14004,CUST-0332,2025-09-16,Mug Set,Home & Kitchen,1,28.31,29,Female,Houston,TX,29.7604,-95.3698,61,15,4
TXN-10003,CUST-0220,2025-09-17,Smartwatch,Electronics,1,227.75,41,Male,New York,NY,40.7128,-74.006,33,8,3
TXN-10309,CUST-0129,2025-09-17,Headphones,Electronics,1,131.6,33,Male,Orlando,FL,28.5383,-81.3792,18,10,3
TXN-12601,CUST-0462,2025-09-17,Machine Learning Basics,Books,3,141.43,32,Male,Chicago,IL,41.8781,-87.6298,106,33,5
TXN-13546,CUST-0127,2025-09-17,Dior Perfume,Beauty & Health,1,96.17,32,Male,Boston,MA,42.3601,-71.0589,24,6,3
TXN-13722,CUST-0252,2025-09-17,Keyboard & Mouse,Electronics,1,73.56,28,Female,Austin,TX,30.2672,-97.7431,65,39,4
TXN-10858,CUST-0396,2025-09-18,Monitor,Electronics,1,349.03,37,Female,Orlando,FL,28.5383,-81.3792,75,15,3
TXN-10972,CUST-0460,2025-09-18,Hair Dryer,Beauty & Health,1,94.5,50,Female,Chicago,IL,41.8781,-87.6298,36,54,5
TXN-11087,CUST-0474,2025-09-18,Self-Improvement Guide,Books,1,17.97,34,Male,Miami,FL,25.7617,-80.1918,14,2,2
TXN-11241,CUST-0103,2025-09-18,SaaS Marketing Playbook,Books,2,48.08,52,Male,Boston,MA,42.3601,-71.0589,38,46,4
TXN-11714,CUST-0026,2025-09-18,Headphones,Electronics,2,297.41,34,Female,Seattle,WA,47.6062,-122.3321,21,3,4
TXN-12863,CUST-0379,2025-09-18,Designer Jacket,Apparel,1,175.86,23,Male,Orlando,FL,28.5383,-81.3792,15,5,3
TXN-13446,CUST-0441,2025-09-18,Sports T-Shirt,Apparel,1,31.69,33,Female,Houston,TX,29.7604,-95.3698,15,14,3
TXN-10230,CUST-0476,2025-09-19,Smartphone,Electronics,1,721.06,33,Male,Boston,MA,42.3601,-71.0589,11,2,2
TXN-10376,CUST-0208,2025-09-19,Blender,Home & Kitchen,2,157.7,57,Male,Seattle,WA,47.6062,-122.3321,6,17,3
TXN-10727,CUST-0160,2025-09-19,Hoodie,Apparel,1,63.34,30,Male,Orlando,FL,28.5383,-81.3792,76,72,4
TXN-10990,CUST-0319,2025-09-19,Blender,Home & Kitchen,1,84.82,34,Female,Austin,TX,30.2672,-97.7431,21,11,3
TXN-11831,CUST-0356,2025-09-19,Self-Improvement Guide,Books,1,15.7,60,Female,San Francisco,CA,37.7749,-122.4194,14,17,3
TXN-12841,CUST-0430,2025-09-19,SaaS Marketing Playbook,Books,1,23.23,24,Female,Los Angeles,CA,34.0522,-118.2437,25,33,4
TXN-11423,CUST-0327,2025-09-20,Mug Set,Home & Kitchen,1,26.28,34,Female,Seattle,WA,47.6062,-122.3321,5,1,2
TXN-11458,CUST-0206,2025-09-20,Sneakers,Apparel,1,96.14,21,Female,Seattle,WA,47.6062,-122.3321,21,4,3
TXN-12815,CUST-0309,2025-09-20,Blender,Home & Kitchen,1,81.84,18,Female,San Francisco,CA,37.7749,-122.4194,59,55,4
TXN-13618,CUST-0232,2025-09-20,Jeans,Apparel,1,67.84,18,Male,Miami,FL,25.7617,-80.1918,7,3,3
TXN-10435,CUST-0214,2025-09-21,Headphones,Electronics,1,137.99,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-10600,CUST-0297,2025-09-21,Smartwatch,Electronics,3,780.35,43,Male,Houston,TX,29.7604,-95.3698,104,73,5
TXN-10902,CUST-0221,2025-09-21,Sports T-Shirt,Apparel,2,80.39,18,Female,New York,NY,40.7128,-74.006,80,69,5
TXN-11686,CUST-0357,2025-09-21,Jeans,Apparel,1,79.04,26,Male,Chicago,IL,41.8781,-87.6298,52,52,5
TXN-11696,CUST-0315,2025-09-21,Hair Dryer,Beauty & Health,2,175.07,33,Female,Orlando,FL,28.5383,-81.3792,27,36,4
TXN-12348,CUST-0149,2025-09-21,Sunglasses,Apparel,1,134.5,25,Male,Los Angeles,CA,34.0522,-118.2437,25,29,4
TXN-13356,CUST-0167,2025-09-21,Leadership Biography,Books,1,26.83,23,Female,New York,NY,40.7128,-74.006,13,2,1
TXN-13908,CUST-0080,2025-09-21,Headphones,Electronics,1,140.69,18,Female,Orlando,FL,28.5383,-81.3792,41,19,5
TXN-10659,CUST-0233,2025-09-22,Monitor,Electronics,1,343.16,32,Female,Los Angeles,CA,34.0522,-118.2437,42,24,5
TXN-10768,CUST-0343,2025-09-22,Laptop,Electronics,1,1143.46,18,Male,Houston,TX,29.7604,-95.3698,6,4,2
TXN-11242,CUST-0011,2025-09-22,Air Fryer,Home & Kitchen,1,104.99,35,Male,Orlando,FL,28.5383,-81.3792,27,6,3
TXN-11519,CUST-0065,2025-09-22,Skincare Serum,Beauty & Health,1,56.5,38,Male,San Francisco,CA,37.7749,-122.4194,10,3,3
TXN-12032,CUST-0296,2025-09-22,Robot Vacuum,Home & Kitchen,2,613.81,30,Male,Seattle,WA,47.6062,-122.3321,112,54,5
TXN-12636,CUST-0031,2025-09-22,SaaS Marketing Playbook,Books,1,23.48,26,Female,Orlando,FL,28.5383,-81.3792,31,15,3
TXN-12681,CUST-0231,2025-09-22,Hair Dryer,Beauty & Health,1,92.53,38,Male,Houston,TX,29.7604,-95.3698,6,1,2
TXN-12881,CUST-0309,2025-09-22,Mug Set,Home & Kitchen,1,28.82,18,Female,San Francisco,CA,37.7749,-122.4194,59,55,4
TXN-13835,CUST-0150,2025-09-22,Leadership Biography,Books,3,90.96,28,Female,Boston,MA,42.3601,-71.0589,87,89,5
TXN-13977,CUST-0160,2025-09-22,Designer Jacket,Apparel,1,199.16,30,Male,Orlando,FL,28.5383,-81.3792,76,72,4
TXN-10070,CUST-0146,2025-09-23,Jeans,Apparel,1,66.24,39,Female,Boston,MA,42.3601,-71.0589,6,4,4
TXN-10597,CUST-0476,2025-09-23,Chef Knife Set,Home & Kitchen,1,131.61,33,Male,Boston,MA,42.3601,-71.0589,11,2,2
TXN-10765,CUST-0319,2025-09-23,Robot Vacuum,Home & Kitchen,1,270.13,34,Female,Austin,TX,30.2672,-97.7431,21,11,3
TXN-10955,CUST-0103,2025-09-23,Mug Set,Home & Kitchen,1,29.9,52,Male,Boston,MA,42.3601,-71.0589,38,46,4
TXN-11783,CUST-0486,2025-09-23,Monitor,Electronics,1,354.09,48,Female,Los Angeles,CA,34.0522,-118.2437,62,16,5
TXN-13016,CUST-0214,2025-09-23,Skincare Serum,Beauty & Health,1,61.21,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-13017,CUST-0214,2025-09-23,Dior Perfume,Beauty & Health,1,104.57,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-10065,CUST-0043,2025-09-24,Laptop,Electronics,1,1227.11,36,Male,Orlando,FL,28.5383,-81.3792,79,40,3
TXN-10451,CUST-0490,2025-09-24,Fantasy Novel,Books,2,41.2,47,Non-binary,Houston,TX,29.7604,-95.3698,73,31,5
TXN-10922,CUST-0095,2025-09-24,Espresso Machine,Home & Kitchen,1,422.62,42,Female,Miami,FL,25.7617,-80.1918,6,0,2
TXN-10941,CUST-0196,2025-09-24,Monitor,Electronics,1,352.21,59,Female,Houston,TX,29.7604,-95.3698,73,30,4
TXN-11262,CUST-0199,2025-09-24,Mug Set,Home & Kitchen,1,31.37,26,Female,Orlando,FL,28.5383,-81.3792,74,35,3
TXN-11628,CUST-0110,2025-09-24,Mug Set,Home & Kitchen,1,26.65,36,Female,Chicago,IL,41.8781,-87.6298,8,1,3
TXN-12430,CUST-0398,2025-09-24,Sports T-Shirt,Apparel,3,102.23,29,Male,San Francisco,CA,37.7749,-122.4194,50,59,5
TXN-13223,CUST-0089,2025-09-24,Monitor,Electronics,1,317.62,27,Female,New York,NY,40.7128,-74.006,52,24,4
TXN-13344,CUST-0149,2025-09-24,Laptop,Electronics,1,1187.41,25,Male,Los Angeles,CA,34.0522,-118.2437,25,29,4
TXN-13764,CUST-0473,2025-09-24,Fantasy Novel,Books,3,59.1,18,Male,San Francisco,CA,37.7749,-122.4194,56,49,5
TXN-10593,CUST-0177,2025-09-25,Laptop,Electronics,1,1169.3,52,Female,Austin,TX,30.2672,-97.7431,5,3,3
TXN-11253,CUST-0202,2025-09-25,Machine Learning Basics,Books,1,45.59,40,Female,Houston,TX,29.7604,-95.3698,65,40,4
TXN-11390,CUST-0330,2025-09-25,Air Fryer,Home & Kitchen,3,372.91,20,Male,Seattle,WA,47.6062,-122.3321,74,89,4
TXN-12149,CUST-0381,2025-09-25,Dior Perfume,Beauty & Health,1,104.98,41,Female,Austin,TX,30.2672,-97.7431,58,42,4
TXN-13317,CUST-0464,2025-09-25,Hoodie,Apparel,1,51.85,63,Female,Seattle,WA,47.6062,-122.3321,9,17,4
TXN-13358,CUST-0065,2025-09-25,Machine Learning Basics,Books,1,40.25,38,Male,San Francisco,CA,37.7749,-122.4194,10,3,3
TXN-13874,CUST-0129,2025-09-25,Robot Vacuum,Home & Kitchen,1,266.18,33,Male,Orlando,FL,28.5383,-81.3792,18,10,3
TXN-10013,CUST-0479,2025-09-26,Smartwatch,Electronics,1,244.49,40,Female,Houston,TX,29.7604,-95.3698,13,4,2
TXN-10024,CUST-0388,2025-09-26,Smartwatch,Electronics,1,237.8,40,Male,New York,NY,40.7128,-74.006,53,22,4
TXN-10117,CUST-0156,2025-09-26,Blender,Home & Kitchen,1,89.04,35,Male,Houston,TX,29.7604,-95.3698,42,20,5
TXN-10900,CUST-0479,2025-09-26,Smartphone,Electronics,2,1373.87,40,Female,Houston,TX,29.7604,-95.3698,13,4,2
TXN-11466,CUST-0302,2025-09-26,Keyboard & Mouse,Electronics,2,151.79,29,Male,Chicago,IL,41.8781,-87.6298,27,18,5
TXN-12731,CUST-0379,2025-09-26,Multivitamins,Beauty & Health,1,21.45,23,Male,Orlando,FL,28.5383,-81.3792,15,5,3
TXN-13981,CUST-0456,2025-09-26,Sneakers,Apparel,2,188.13,28,Male,Orlando,FL,28.5383,-81.3792,21,18,4
TXN-14128,CUST-0496,2025-09-26,Skincare Serum,Beauty & Health,1,59.56,36,Male,San Francisco,CA,37.7749,-122.4194,55,45,4
TXN-10587,CUST-0041,2025-09-27,Blender,Home & Kitchen,2,168.52,33,Male,Boston,MA,42.3601,-71.0589,39,57,4
TXN-10680,CUST-0166,2025-09-27,Headphones,Electronics,3,447.01,60,Male,New York,NY,40.7128,-74.006,47,40,4
TXN-11568,CUST-0123,2025-09-27,Fantasy Novel,Books,1,17.68,18,Male,San Francisco,CA,37.7749,-122.4194,33,9,2
TXN-11666,CUST-0302,2025-09-27,Jeans,Apparel,2,140.16,29,Male,Chicago,IL,41.8781,-87.6298,27,18,5
TXN-12722,CUST-0463,2025-09-27,Hair Dryer,Beauty & Health,1,91.92,35,Male,Los Angeles,CA,34.0522,-118.2437,105,85,5
TXN-13685,CUST-0089,2025-09-27,Leadership Biography,Books,1,30.5,27,Female,New York,NY,40.7128,-74.006,52,24,4
TXN-10354,CUST-0328,2025-09-28,Air Fryer,Home & Kitchen,1,114.34,34,Female,Chicago,IL,41.8781,-87.6298,65,26,4
TXN-11277,CUST-0107,2025-09-28,Electric Toothbrush,Beauty & Health,2,146.85,56,Female,Austin,TX,30.2672,-97.7431,5,7,3
TXN-11330,CUST-0146,2025-09-28,Chef Knife Set,Home & Kitchen,1,144.87,39,Female,Boston,MA,42.3601,-71.0589,6,4,4
TXN-13919,CUST-0187,2025-09-28,Smartwatch,Electronics,1,237.39,75,Female,Austin,TX,30.2672,-97.7431,13,5,2
TXN-13978,CUST-0084,2025-09-28,Hair Dryer,Beauty & Health,2,176.17,35,Male,Miami,FL,25.7617,-80.1918,25,19,4
TXN-11017,CUST-0451,2025-09-29,Laptop,Electronics,2,2483.73,51,Male,Boston,MA,42.3601,-71.0589,66,42,4
TXN-11327,CUST-0425,2025-09-29,Smartwatch,Electronics,1,213.96,42,Male,Boston,MA,42.3601,-71.0589,10,4,3
TXN-11827,CUST-0236,2025-09-29,Laptop,Electronics,1,1033.91,25,Male,Austin,TX,30.2672,-97.7431,12,4,1
TXN-12119,CUST-0359,2025-09-29,Monitor,Electronics,1,340.91,33,Female,Houston,TX,29.7604,-95.3698,55,31,5
TXN-12842,CUST-0068,2025-09-29,Smartwatch,Electronics,1,249.8,42,Male,Chicago,IL,41.8781,-87.6298,8,3,1
TXN-13002,CUST-0092,2025-09-29,Sunglasses,Apparel,1,136.3,64,Male,Boston,MA,42.3601,-71.0589,10,3,3
TXN-13091,CUST-0254,2025-09-29,Laptop,Electronics,1,1095.72,49,Male,Los Angeles,CA,34.0522,-118.2437,39,31,5
TXN-13226,CUST-0107,2025-09-29,Fantasy Novel,Books,2,37.43,56,Female,Austin,TX,30.2672,-97.7431,5,7,3
TXN-13604,CUST-0214,2025-09-29,Dior Perfume,Beauty & Health,1,94.76,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-13838,CUST-0061,2025-09-29,Multivitamins,Beauty & Health,2,49.5,38,Male,Boston,MA,42.3601,-71.0589,32,59,4
TXN-14031,CUST-0016,2025-09-29,Machine Learning Basics,Books,1,42.97,31,Female,Austin,TX,30.2672,-97.7431,15,8,4
TXN-10177,CUST-0214,2025-09-30,Self-Improvement Guide,Books,1,17.3,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-10261,CUST-0381,2025-09-30,Jeans,Apparel,1,73.43,41,Female,Austin,TX,30.2672,-97.7431,58,42,4
TXN-10644,CUST-0150,2025-09-30,Multivitamins,Beauty & Health,2,52.91,28,Female,Boston,MA,42.3601,-71.0589,87,89,5
TXN-11521,CUST-0065,2025-09-30,Smartwatch,Electronics,1,219.51,38,Male,San Francisco,CA,37.7749,-122.4194,10,3,3
TXN-11659,CUST-0166,2025-09-30,Machine Learning Basics,Books,1,44.16,60,Male,New York,NY,40.7128,-74.006,47,40,4
TXN-11745,CUST-0454,2025-09-30,Machine Learning Basics,Books,1,42.17,18,Female,Miami,FL,25.7617,-80.1918,53,27,4
TXN-12011,CUST-0156,2025-09-30,Blender,Home & Kitchen,2,172.13,35,Male,Houston,TX,29.7604,-95.3698,42,20,5
TXN-13018,CUST-0040,2025-09-30,Smartphone,Electronics,2,1463.31,38,Male,Los Angeles,CA,34.0522,-118.2437,46,39,4
TXN-13117,CUST-0074,2025-09-30,Self-Improvement Guide,Books,1,16.03,52,Female,Miami,FL,25.7617,-80.1918,7,4,2
TXN-13202,CUST-0003,2025-09-30,Sneakers,Apparel,2,249.45,55,Male,Houston,TX,29.7604,-95.3698,93,56,5
TXN-13929,CUST-0160,2025-09-30,Designer Jacket,Apparel,1,194.01,30,Male,Orlando,FL,28.5383,-81.3792,76,72,4
TXN-13930,CUST-0160,2025-09-30,Sunglasses,Apparel,1,141.12,30,Male,Orlando,FL,28.5383,-81.3792,76,72,4
TXN-14045,CUST-0410,2025-09-30,Sunglasses,Apparel,1,146.64,18,Female,Boston,MA,42.3601,-71.0589,41,18,5
TXN-10269,CUST-0412,2025-10-01,Smartwatch,Electronics,2,485.56,41,Male,Orlando,FL,28.5383,-81.3792,25,37,4
TXN-11600,CUST-0115,2025-10-01,Robot Vacuum,Home & Kitchen,1,328.79,35,Female,Seattle,WA,47.6062,-122.3321,82,31,5
TXN-13060,CUST-0164,2025-10-01,Electric Toothbrush,Beauty & Health,1,80.06,38,Male,Austin,TX,30.2672,-97.7431,11,0,2
TXN-13395,CUST-0011,2025-10-01,Laptop,Electronics,1,1127.26,35,Male,Orlando,FL,28.5383,-81.3792,27,6,3
TXN-13420,CUST-0251,2025-10-01,Dior Perfume,Beauty & Health,1,122.57,49,Female,San Francisco,CA,37.7749,-122.4194,110,44,4
TXN-13584,CUST-0198,2025-10-01,Headphones,Electronics,1,146.41,27,Non-binary,Los Angeles,CA,34.0522,-118.2437,7,2,2
TXN-13952,CUST-0332,2025-10-01,Sports T-Shirt,Apparel,2,68.53,29,Female,Houston,TX,29.7604,-95.3698,61,15,4
TXN-10082,CUST-0361,2025-10-02,Monitor,Electronics,2,652.3,24,Female,Austin,TX,30.2672,-97.7431,28,27,5
TXN-10437,CUST-0202,2025-10-02,Smartwatch,Electronics,1,226.89,40,Female,Houston,TX,29.7604,-95.3698,65,40,4
TXN-11798,CUST-0246,2025-10-02,Espresso Machine,Home & Kitchen,3,1547.35,52,Male,Chicago,IL,41.8781,-87.6298,45,31,5
TXN-13551,CUST-0123,2025-10-02,Smartwatch,Electronics,2,470.63,18,Male,San Francisco,CA,37.7749,-122.4194,33,9,2
TXN-13937,CUST-0045,2025-10-02,Monitor,Electronics,1,365.58,49,Male,Miami,FL,25.7617,-80.1918,40,53,4
TXN-10166,CUST-0223,2025-10-03,Smartwatch,Electronics,1,217.4,40,Male,Houston,TX,29.7604,-95.3698,12,19,3
TXN-10537,CUST-0214,2025-10-03,Monitor,Electronics,2,679.76,44,Female,Austin,TX,30.2672,-97.7431,7,0,1
TXN-10720,CUST-0381,2025-10-03,Sneakers,Apparel,3,307.07,41,Female,Austin,TX,30.2672,-97.7431,58,42,4
TXN-10756,CUST-0158,2025-10-03,Chef Knife Set,Home & Kitchen,3,411.88,50,Male,Chicago,IL,41.8781,-87.6298,72,55,4
TXN-10928,CUST-0170,2025-10-03,Dior Perfume,Beauty & Health,1,121.77,31,Female,Seattle,WA,47.6062,-122.3321,62,44,5
TXN-11135,CUST-0178,2025-10-03,Air Fryer,Home & Kitchen,2,232.94,30,Female,San Francisco,CA,37.7749,-122.4194,50,36,4
TXN-11846,CUST-0041,2025-10-03,Air Fryer,Home & Kitchen,2,218.51,33,Male,Boston,MA,42.3601,-71.0589,39,57,4
TXN-12093,CUST-0356,2025-10-03,Mug Set,Home & Kitchen,1,26.16,60,Female,San Francisco,CA,37.7749,-122.4194,14,17,3
TXN-12921,CUST-0479,2025-10-03,Blender,Home & Kitchen,1,80.42,40,Female,Houston,TX,29.7604,-95.3698,13,4,2
TXN-13043,CUST-0018,2025-10-03,Machine Learning Basics,Books,3,129.02,25,Female,Chicago,IL,41.8781,-87.6298,76,61,5
TXN-10209,CUST-0168,2025-10-04,Espresso Machine,Home & Kitchen,1,416.42,35,Female,Austin,TX,30.2672,-97.7431,31,4,4
TXN-10210,CUST-0168,2025-10-04,Mug Set,Home & Kitchen,1,31.82,35,Female,Austin,TX,30.2672,-97.7431,31,4,4
TXN-11042,CUST-0398,2025-10-04,Electric Toothbrush,Beauty & Health,3,266.09,29,Male,San Francisco,CA,37.7749,-122.4194,50,59,5
TXN-11125,CUST-0295,2025-10-04,Leadership Biography,Books,1,28.89,42,Male,Orlando,FL,28.5383,-81.3792,12,1,2
TXN-11588,CUST-0461,2025-10-04,Headphones,Electronics,1,137.29,52,Male,Los Angeles,CA,34.0522,-118.2437,33,11,3
TXN-11891,CUST-0280,2025-10-04,Designer Jacket,Apparel,4,778.48,35,Female,Boston,MA,42.3601,-71.0589,65,33,5
TXN-11898,CUST-0375,2025-10-04,Robot Vacuum,Home & Kitchen,3,943.54,35,Female,Miami,FL,25.7617,-80.1918,71,52,4
TXN-12268,CUST-0246,2025-10-04,Air Fryer,Home & Kitchen,1,133.07,52,Male,Chicago,IL,41.8781,-87.6298,45,31,5
TXN-12983,CUST-0058,2025-10-04,Skincare Serum,Beauty & Health,2,124.31,50,Female,Houston,TX,29.7604,-95.3698,63,59,5
